person_key,identity_basis,normalized_name,display_name,profile_urls,organizations,titles,appears_in_exports,export_rows,distinct_orgs,conflicting_affiliation,missing_profile_url
linkedin.com/in/anouk-wolstenholme-9131,profile_url,anouk wolstenholme,Anouk Wolstenholme,linkedin.com/in/anouk-wolstenholme-9131,Tannerly Design,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/anouk-yarrow-2335,profile_url,anouk yarrow,Anouk Yarrow,linkedin.com/in/anouk-yarrow-2335,Xanthe Labs,Head of Automation,Dana Whitfield,1,1,False,0
linkedin.com/in/anouk-yarrow-salcedo-5115,profile_url,anouk yarrow salcedo,Anouk Yarrow-Salcedo,linkedin.com/in/anouk-yarrow-salcedo-5115,Corbridge Realty,Principal Architect,Elena Duvall,1,1,False,0
linkedin.com/in/anouk-zettergren-6829,profile_url,anouk zettergren,Anouk Zettergren,linkedin.com/in/anouk-zettergren-6829,Elmsworth Tutors,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/anouk-zubkov-7260,profile_url,anouk zubkov,Anouk Zubkov,linkedin.com/in/anouk-zubkov-7260,Highmoor Cycles,Chief Data Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/ansel-achterberg-7305,profile_url,ansel achterberg,Ansel Achterberg,linkedin.com/in/ansel-achterberg-7305,Corbridge Realty,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-ashdown-9750,profile_url,ansel ashdown,Ansel Ashdown,linkedin.com/in/ansel-ashdown-9750,Highmoor Cycles,Director of Software Engineering,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-balogun-8521,profile_url,ansel balogun,Ansel Balogun,linkedin.com/in/ansel-balogun-8521,Underwood & Vale,Chief Digital Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/ansel-bellinger-8060,profile_url,ansel bellinger,Ansel Bellinger,linkedin.com/in/ansel-bellinger-8060,Zenner Foods,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-bellinger-vasquez-3994,profile_url,ansel bellinger vasquez,Ansel Bellinger-Vasquez,linkedin.com/in/ansel-bellinger-vasquez-3994,Corbridge Realty,Head of Innovation,Tomás Beckett,1,1,False,0
linkedin.com/in/ansel-brenneman-6359,profile_url,ansel brenneman,Ansel Brenneman,linkedin.com/in/ansel-brenneman-6359,Elmsworth Tutors,Director of Software Engineering,Priya Raghunathan,1,1,False,0
linkedin.com/in/ansel-cardoso-3306,profile_url,ansel cardoso,Ansel Cardoso,linkedin.com/in/ansel-cardoso-3306,Yardley Print,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/ansel-cathcart-2547,profile_url,ansel cathcart,Ansel Cathcart,linkedin.com/in/ansel-cathcart-2547,Vespermill Analytics,Staff Engineer,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-crowther-6090,profile_url,ansel crowther,Ansel Crowther,linkedin.com/in/ansel-crowther-6090,Yardley Print,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-dellinger-8104,profile_url,ansel dellinger,Ansel Dellinger,linkedin.com/in/ansel-dellinger-8104,Corbridge Realty,SVP Digital,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-dobrescu-7032,profile_url,ansel dobrescu,Ansel Dobrescu,linkedin.com/in/ansel-dobrescu-7032,Yardley Print,Platform Lead,Priya Raghunathan,1,1,False,0
linkedin.com/in/ansel-drummond-3586,profile_url,ansel drummond,Ansel Drummond,linkedin.com/in/ansel-drummond-3586,Vespermill Analytics,Head of Innovation,Priya Raghunathan,1,1,False,0
linkedin.com/in/ansel-eastcott-3479,profile_url,ansel eastcott,Ansel Eastcott,linkedin.com/in/ansel-eastcott-3479,Tannerly Design,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-egerton-9165,profile_url,ansel egerton,Ansel Egerton,linkedin.com/in/ansel-egerton-9165,Dunmowe Travel,Program Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-egerton-wexford-8242,profile_url,ansel egerton wexford,Ansel Egerton-Wexford,linkedin.com/in/ansel-egerton-wexford-8242,Highmoor Cycles,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/ansel-fairweather-9520,profile_url,ansel fairweather,Ansel Fairweather,linkedin.com/in/ansel-fairweather-9520,Inglenook Bakery,Staff Engineer,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-falkenrath-3108,profile_url,ansel falkenrath,Ansel Falkenrath,linkedin.com/in/ansel-falkenrath-3108,Corbridge Realty,VP Enterprise Architecture,Tomás Beckett,1,1,False,0
linkedin.com/in/ansel-ferreira-5987,profile_url,ansel ferreira,Ansel Ferreira,linkedin.com/in/ansel-ferreira-5987,Yardley Print,Chief Digital Officer,Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-ferreira-zettergren-9182,profile_url,ansel ferreira zettergren,Ansel Ferreira-Zettergren,linkedin.com/in/ansel-ferreira-zettergren-9182,Vespermill Analytics,Chief Data Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/ansel-fontaine-9492,profile_url,ansel fontaine,Ansel Fontaine,linkedin.com/in/ansel-fontaine-9492,Whitlock Staffing,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-gluckstein-1346,profile_url,ansel gluckstein,Ansel Glückstein,linkedin.com/in/ansel-gluckstein-1346,Ondermark Consulting,Head of Innovation,Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-gluckstein-crowther-7962,profile_url,ansel gluckstein crowther,Ansel Glückstein-Crowther,linkedin.com/in/ansel-gluckstein-crowther-7962,Underwood & Vale,Head of Platform Engineering,Elena Duvall,1,1,False,0
linkedin.com/in/ansel-grimsby-4639,profile_url,ansel grimsby,Ansel Grimsby,linkedin.com/in/ansel-grimsby-4639,Fairbourne Fitness,Director of Software Engineering,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-halloran-9096,profile_url,ansel halloran,Ansel Halloran,linkedin.com/in/ansel-halloran-9096,Whitlock Staffing,SVP Digital,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-hartigan-6783,profile_url,ansel hartigan,Ansel Hartigan,linkedin.com/in/ansel-hartigan-6783,Corbridge Realty,Director of IT,Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-havercamp-6316,profile_url,ansel havercamp,Ansel Havercamp,linkedin.com/in/ansel-havercamp-6316,Quintrell Advisory,Head of Platform Engineering,Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-hojgaard-2726,profile_url,ansel hojgaard,Ansel Højgaard,linkedin.com/in/ansel-hojgaard-2726,Highmoor Cycles,"Senior Manager, Engineering",Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-ibarra-3198,profile_url,ansel ibarra,Ansel Ibarra,linkedin.com/in/ansel-ibarra-3198,Underwood & Vale,Head of Innovation,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-ingleby-4013,profile_url,ansel ingleby,Ansel Ingleby,linkedin.com/in/ansel-ingleby-4013,Corbridge Realty,Platform Lead,Tomás Beckett,1,1,False,0
linkedin.com/in/ansel-ingleby-lomsadze-6056,profile_url,ansel ingleby lomsadze,Ansel Ingleby-Lomsadze,linkedin.com/in/ansel-ingleby-lomsadze-6056,Ambrose Trading,Engineering Manager,Owen Trask,1,1,False,0
linkedin.com/in/ansel-isenberg-6186,profile_url,ansel isenberg,Ansel Isenberg,linkedin.com/in/ansel-isenberg-6186,Rooksby Legal,Head of Automation,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-jarrold-2056,profile_url,ansel jarrold,Ansel Jarrold,linkedin.com/in/ansel-jarrold-2056,Underwood & Vale,Platform Lead,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-kettleborough-6081,profile_url,ansel kettleborough,Ansel Kettleborough,linkedin.com/in/ansel-kettleborough-6081,Zenner Foods,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-kirkbride-3193,profile_url,ansel kirkbride,Ansel Kirkbride,linkedin.com/in/ansel-kirkbride-3193,Quintrell Advisory,Director of IT,Tomás Beckett,1,1,False,0
linkedin.com/in/ansel-lindqvist-8900,profile_url,ansel lindqvist,Ansel Lindqvist,linkedin.com/in/ansel-lindqvist-8900,Pale Harbour Studio,"Senior Manager, Engineering",Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-lomsadze-1106,profile_url,ansel lomsadze,Ansel Lomsadze,linkedin.com/in/ansel-lomsadze-1106,Inglenook Bakery,Director of IT,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-lomsadze-vandermolen-8391,profile_url,ansel lomsadze vandermolen,Ansel Lomsadze-Vandermolen,linkedin.com/in/ansel-lomsadze-vandermolen-8391,Pale Harbour Studio,Chief Digital Officer,Owen Trask,1,1,False,0
linkedin.com/in/ansel-marchetti-6223,profile_url,ansel marchetti,Ansel Marchetti,linkedin.com/in/ansel-marchetti-6223,Yardley Print,Chief Operating Officer,Priya Raghunathan,1,1,False,0
linkedin.com/in/ansel-merriweather-2456,profile_url,ansel merriweather,Ansel Merriweather,linkedin.com/in/ansel-merriweather-2456,Fairbourne Fitness,Program Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/ansel-mkhize-2633,profile_url,ansel mkhize,Ansel Mkhize,linkedin.com/in/ansel-mkhize-2633,Dunmowe Travel,"Senior Manager, Engineering",Tomás Beckett,1,1,False,0
name:ansel mkhize fairweather,name_only,ansel mkhize fairweather,Ansel Mkhize-Fairweather,,Quintrell Advisory,Head of Innovation,Elena Duvall,1,1,False,1
linkedin.com/in/ansel-nakashima-4881,profile_url,ansel nakashima,Ansel Nakashima,linkedin.com/in/ansel-nakashima-4881,Whitlock Staffing,Program Manager,Priya Raghunathan,1,1,False,0
linkedin.com/in/ansel-norrington-5361,profile_url,ansel norrington,Ansel Norrington,linkedin.com/in/ansel-norrington-5361,Corbridge Realty,Head of Innovation,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-norrington-nakashima-5785,profile_url,ansel norrington nakashima,Ansel Norrington-Nakashima,linkedin.com/in/ansel-norrington-nakashima-5785,Whitlock Staffing,Platform Lead,Elena Duvall,1,1,False,0
linkedin.com/in/ansel-norrington-oyelaran-3707,profile_url,ansel norrington oyelaran,Ansel Norrington-Oyelaran,linkedin.com/in/ansel-norrington-oyelaran-3707,Bellchamber Media,Director of IT,Owen Trask,1,1,False,0
linkedin.com/in/ansel-okonkwo-7953,profile_url,ansel okonkwo,Ansel Okonkwo,linkedin.com/in/ansel-okonkwo-7953,Yardley Print,Staff Engineer,Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-oldfield-3874,profile_url,ansel oldfield,Ansel Oldfield,linkedin.com/in/ansel-oldfield-3874,Elmsworth Tutors,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-oyelaran-6379,profile_url,ansel oyelaran,Ansel Oyelaran,linkedin.com/in/ansel-oyelaran-6379,Whitlock Staffing,Program Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-petrossian-9880,profile_url,ansel petrossian,Ansel Petrossian,linkedin.com/in/ansel-petrossian-9880,Tannerly Design,Director of IT,Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-prendergast-2550,profile_url,ansel prendergast,Ansel Prendergast,linkedin.com/in/ansel-prendergast-2550,Yardley Print,Chief Digital Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-quillane-2262,profile_url,ansel quillane,Ansel Quillane,linkedin.com/in/ansel-quillane-2262,Underwood & Vale,Chief Data Officer,Priya Raghunathan,1,1,False,0
linkedin.com/in/ansel-rushworth-3432,profile_url,ansel rushworth,Ansel Rushworth,linkedin.com/in/ansel-rushworth-3432,Yardley Print,Head of Automation,Marcus Aldridge,1,1,False,0
name:ansel salcedo,name_only,ansel salcedo,Ansel Salcedo,,Fairbourne Fitness,"Senior Manager, Engineering",Marcus Aldridge,1,1,False,1
linkedin.com/in/ansel-sandoval-8325,profile_url,ansel sandoval,Ansel Sandoval,linkedin.com/in/ansel-sandoval-8325,Ambrose Trading,Head of Developer Productivity,Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-sandoval-brenneman-1057,profile_url,ansel sandoval brenneman,Ansel Sandoval-Brenneman,linkedin.com/in/ansel-sandoval-brenneman-1057,Garrowby Books,Director of IT,Owen Trask,1,1,False,0
linkedin.com/in/ansel-thackeray-4859,profile_url,ansel thackeray,Ansel Thackeray,linkedin.com/in/ansel-thackeray-4859,Corbridge Realty,"Senior Manager, Engineering",Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-underhill-4543,profile_url,ansel underhill,Ansel Underhill,linkedin.com/in/ansel-underhill-4543,Corbridge Realty,Product Director,Tomás Beckett,1,1,False,0
linkedin.com/in/ansel-vandermolen-1459,profile_url,ansel vandermolen,Ansel Vandermolen,linkedin.com/in/ansel-vandermolen-1459,Whitlock Staffing,Principal Architect,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-vasquez-9000,profile_url,ansel vasquez,Ansel Vasquez,linkedin.com/in/ansel-vasquez-9000,Garrowby Books,Staff Engineer,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-wexford-7756,profile_url,ansel wexford,Ansel Wexford,linkedin.com/in/ansel-wexford-7756,Inglenook Bakery,Product Director,Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-wolstenholme-2513,profile_url,ansel wolstenholme,Ansel Wolstenholme,linkedin.com/in/ansel-wolstenholme-2513,Underwood & Vale,Engineering Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/ansel-yarrow-4415,profile_url,ansel yarrow,Ansel Yarrow,linkedin.com/in/ansel-yarrow-4415,Vespermill Analytics,Director of IT,Marcus Aldridge,1,1,False,0
linkedin.com/in/ansel-zettergren-1422,profile_url,ansel zettergren,Ansel Zettergren,linkedin.com/in/ansel-zettergren-1422,Zenner Foods,Chief Information Officer,Priya Raghunathan,1,1,False,0
linkedin.com/in/ansel-zettergren-rushworth-3885,profile_url,ansel zettergren rushworth,Ansel Zettergren-Rushworth,linkedin.com/in/ansel-zettergren-rushworth-3885,Quintrell Advisory,Head of Innovation,Owen Trask,1,1,False,0
linkedin.com/in/ansel-zubkov-5951,profile_url,ansel zubkov,Ansel Zubkov,linkedin.com/in/ansel-zubkov-5951,Quintrell Advisory,Product Director,Dana Whitfield,1,1,False,0
name:arjun achterberg,name_only,arjun achterberg,Arjun Achterberg,,Vespermill Analytics,Chief Operating Officer,Marcus Aldridge,1,1,False,1
linkedin.com/in/arjun-achterberg-zubkov-9204,profile_url,arjun achterberg zubkov,Arjun Achterberg-Zubkov,linkedin.com/in/arjun-achterberg-zubkov-9204,Ondermark Consulting,Engineering Manager,Tomás Beckett,1,1,False,0
name:arjun ashdown,name_only,arjun ashdown,Arjun Ashdown,,Whitlock Staffing,Director of IT,Marcus Aldridge,1,1,False,1
linkedin.com/in/arjun-balogun-4025,profile_url,arjun balogun,Arjun Balogun,linkedin.com/in/arjun-balogun-4025,Underwood & Vale,Principal Architect,Marcus Aldridge,1,1,False,0
linkedin.com/in/arjun-balogun-yarrow-4478,profile_url,arjun balogun yarrow,Arjun Balogun-Yarrow,linkedin.com/in/arjun-balogun-yarrow-4478,Ambrose Trading,Principal Architect,Elena Duvall,1,1,False,0
linkedin.com/in/arjun-bellinger-9207,profile_url,arjun bellinger,Arjun Bellinger,linkedin.com/in/arjun-bellinger-9207,Ondermark Consulting,Engineering Manager,Marcus Aldridge,1,1,False,0
linkedin.com/in/arjun-brenneman-9359,profile_url,arjun brenneman,Arjun Brenneman,linkedin.com/in/arjun-brenneman-9359,Inglenook Bakery,Head of Automation,Dana Whitfield,1,1,False,0
linkedin.com/in/arjun-cardoso-9168,profile_url,arjun cardoso,Arjun Cardoso,linkedin.com/in/arjun-cardoso-9168,Xanthe Labs,Chief Technology Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/arjun-cardoso-nakashima-6544,profile_url,arjun cardoso nakashima,Arjun Cardoso-Nakashima,linkedin.com/in/arjun-cardoso-nakashima-6544,Underwood & Vale,Head of Automation,Tomás Beckett,1,1,False,0
linkedin.com/in/arjun-cathcart-6144,profile_url,arjun cathcart,Arjun Cathcart,linkedin.com/in/arjun-cathcart-6144,Vireo Systems,Head of Developer Productivity,Elena Duvall; Marcus Aldridge,2,1,False,0
linkedin.com/in/arjun-crowther-6533,profile_url,arjun crowther,Arjun Crowther,linkedin.com/in/arjun-crowther-6533,Dunmowe Travel,Head of Automation,Marcus Aldridge,1,1,False,0
name:arjun dellinger,name_only,arjun dellinger,Arjun Dellinger,,Corbridge Realty,Director of IT,Marcus Aldridge,1,1,False,1
name:arjun dellinger oyelaran,name_only,arjun dellinger oyelaran,Arjun Dellinger-Oyelaran,,Elmsworth Tutors,Head of Developer Productivity,Elena Duvall,1,1,False,1
linkedin.com/in/arjun-dobrescu-5987,profile_url,arjun dobrescu,Arjun Dobrescu,linkedin.com/in/arjun-dobrescu-5987,Quintrell Advisory,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/arjun-drummond-3299,profile_url,arjun drummond,Arjun Drummond,linkedin.com/in/arjun-drummond-3299,Elmsworth Tutors,Chief Data Officer,Marcus Aldridge,1,1,False,0
linkedin.com/in/arjun-eastcott-5286,profile_url,arjun eastcott,Arjun Eastcott,linkedin.com/in/arjun-eastcott-5286,Bellchamber Media,Platform Lead,Marcus Aldridge,1,1,False,0
linkedin.com/in/arjun-eastcott-hojgaard-6857,profile_url,arjun eastcott hojgaard,Arjun Eastcott-Højgaard,linkedin.com/in/arjun-eastcott-hojgaard-6857,Rooksby Legal,Chief Information Officer,Tomás Beckett,1,1,False,0
linkedin.com/in/arjun-egerton-6215,profile_url,arjun egerton,Arjun Egerton,linkedin.com/in/arjun-egerton-6215,Underwood & Vale,Head of Innovation,Marcus Aldridge,1,1,False,0
linkedin.com/in/arjun-fairweather-4104,profile_url,arjun fairweather,Arjun Fairweather,linkedin.com/in/arjun-fairweather-4104,Tannerly Design,Director of IT,Priya Raghunathan,1,1,False,0
linkedin.com/in/arjun-falkenrath-4156,profile_url,arjun falkenrath,Arjun Falkenrath,linkedin.com/in/arjun-falkenrath-4156,Xanthe Labs,Staff Engineer,Tomás Beckett,1,1,False,0
linkedin.com/in/arjun-ferreira-5238,profile_url,arjun ferreira,Arjun Ferreira,linkedin.com/in/arjun-ferreira-5238,Quintrell Advisory,VP Engineering,Tomás Beckett,1,1,False,0
linkedin.com/in/arjun-ferreira-isenberg-1690,profile_url,arjun ferreira isenberg,Arjun Ferreira-Isenberg,linkedin.com/in/arjun-ferreira-isenberg-1690,Bellchamber Media,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/arjun-fontaine-6363,profile_url,arjun fontaine,Arjun Fontaine,linkedin.com/in/arjun-fontaine-6363,Whitlock Staffing,Head of Innovation,Marcus Aldridge,1,1,False,0
linkedin.com/in/arjun-gluckstein-4824,profile_url,arjun gluckstein,Arjun Glückstein,linkedin.com/in/arjun-gluckstein-4824,Ambrose Trading,Product Director,Marcus Aldridge,1,1,False,0
linkedin.com/in/arjun-grimsby-6918,profile_url,arjun grimsby,Arjun Grimsby,linkedin.com/in/arjun-grimsby-6918,Zenner Foods,Engineering Manager,Tomás Beckett,1,1,False,0
linkedin.com/in/arjun-halloran-6466,profile_url,arjun halloran,Arjun Halloran,linkedin.com/in/arjun-halloran-6466,Corbridge Realty,Program Manager,Dana Whitfield,1,1,False,0
linkedin.com/in/arjun-hartigan-3594,profile_url,arjun hartigan,Arjun Hartigan,linkedin.com/in/arjun-hartigan-3594,Pale Harbour Studio,"Senior Manager, Engineering",Priya Raghunathan,1,1,False,0
linkedin.com/in/arjun-havercamp-3655,profile_url,arjun havercamp,Arjun Havercamp,linkedin.com/in/arjun-havercamp-3655,Inglenook Bakery,Chief Operating Officer,Priya Raghunathan,1,1,False,0
linkedin.com/in/arjun-hojgaard-4935,profile_url,arjun hojgaard,Arjun Højgaard,linkedin.com/in/arjun-hojgaard-4935,Dunmowe Travel,VP Enterprise Architecture,Priya Raghunathan,1,1,False,0
linkedin.com/in/arjun-ibarra-1492,profile_url,arjun ibarra,Arjun Ibarra,linkedin.com/in/arjun-ibarra-1492,Rooksby Legal,VP Enterprise Architecture,Dana Whitfield,1,1,False,0
linkedin.com/in/arjun-ibarra-crowther-4189,profile_url,arjun ibarra crowther,Arjun Ibarra-Crowther,linkedin.com/in/arjun-ibarra-crowther-4189,Corbridge Realty,"Senior Manager, Engineering",Tomás Beckett,1,1,False,0
linkedin.com/in/arjun-ibarra-marchetti-7759,profile_url,arjun ibarra marchetti,Arjun Ibarra-Marchetti,linkedin.com/in/arjun-ibarra-marchetti-7759,Highmoor Cycles,Head of Innovation,Elena Duvall,1,1,False,0
linkedin.com/in/arjun-ibarra-petrossian-3196,profile_url,arjun ibarra petrossian,Arjun Ibarra-Petrossian,linkedin.com/in/arjun-ibarra-petrossian-3196,Vespermill Analytics,Head of Innovation,Tomás Beckett,1,1,False,0
linkedin.com/in/arjun-ingleby-4706,profile_url,arjun ingleby,Arjun Ingleby,linkedin.com/in/arjun-ingleby-4706,Vespermill Analytics,VP Engineering,Priya Raghunathan,1,1,False,0
linkedin.com/in/arjun-isenberg-1926,profile_url,arjun isenberg,Arjun Isenberg,linkedin.com/in/arjun-isenberg-1926,Quintrell Advisory,Head of Automation,Priya Raghunathan,1,1,False,0
linkedin.com/in/arjun-jarrold-2913,profile_url,arjun jarrold,Arjun Jarrold,linkedin.com/in/arjun-jarrold-2913,Highmoor Cycles,Head of Automation,Marcus Aldridge,1,1,False,0
